company_name,job_title,department,location,seniority,job_url,growth_signal_tag
Razorpay,Manager - Channel Partnerships,Partnerships,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4542042005,General Growth
Paytm,SAM - Senior Associate/Team Lead/Assistant Manager - Deal & Gift Voucher,Business Development,"Chennai,India",Mid,https://jobs.lever.co/paytm/3834eb18-d7cd-4d61-8de9-80f4be16e005,GTM Push
Drip Capital,Security Compliance Engineer,Tech,"Mumbai,India",Not Specified,https://dripcapital.hire.trakstar.com/jobs/fk0pngk/,Tech Modernization
Paytm,Product Operation - Assistant Manager - Lending,Operations,"Noida,India",Mid,https://jobs.lever.co/paytm/84b23183-8313-4c50-91c2-aab400c21262,Hiring Spree
Paytm,Area Sales Manager - Midmarket Sales (EDC Retail),Sales,"Bangalore,India",Senior,https://jobs.lever.co/paytm/596a4462-0a95-479e-9f04-0ebe672bea04,GTM Push
Urban Company,Category Manager - Central,Business Development,"Delhi,India",Senior,https://careers.urbancompany.com/jobDetail?id=1f0e547e-2978-4913-affe-e27154a1a812,GTM Push
Razorpay,"Senior Manager, HRBP",Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4554121005,General Growth
CRED,sdet - mobile,Other,"Bangalore,India",Not Specified,https://careers.cred.club/openings/fd4bac8c-94ba-4549-bc10-41d942b0481c,General Growth
Razorpay,Senior DevOps Engineer,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4570338005,Tech Modernization
Meesho,Assistant Manager - Fulfilment team (Program Management),Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager---fulfilment-team-program-management?id=59c4fe1a-9b89-4303-9f45-9ae49ad7847f,Hiring Spree
Urban Company,Senior Manager- FHC- Bangalore,Business Development,"Bangalore,India",Senior,https://careers.urbancompany.com/jobDetail?id=8e0859fa-4d8f-42dc-93cc-c47d1cb7d51e,GTM Push
Drip Capital,DevOps Engineer II,Tech,"Mumbai,India",Not Specified,https://dripcapital.hire.trakstar.com/jobs/fk0pdtf/,Tech Modernization
Razorpay,Senior Manager - HRBP SEA,Other,Malaysia,Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4569508005,General Growth
Drip Capital,Manager Strategy,Other,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0parw/,General Growth
Urban Company,Category Manager - Hyderabad,Business Development,"Hyderabad,India",Senior,https://careers.urbancompany.com/jobDetail?id=b78f4e3e-2940-4442-8e91-6354cede3236,GTM Push
Paytm,SAM - Senior Associate/Team Lead/Assistant Manager - Deal & Gift Voucher,Business Development,"Bangalore,India",Mid,https://jobs.lever.co/paytm/93c4c875-83b1-4e37-a6a9-616d03d21e2f,GTM Push
Chargebee,Product Marketing Manager,Other,"Salt Lake City,US",Senior,https://jobs.chargebee.com/job/Salt-Lake-City-USA-Product-Marketing-Manager-UT-84101/38035444/,General Growth
Razorpay,Senior Associate - Legal,Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4569254005,Hiring Spree
Razorpay,Manager - Ad Sales (Enterprise Sales),Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4545803005,General Growth
Paytm,KAM - TL/AM (GT) - EDC Retail,Sales,"Delhi NCR,India",Not Specified,https://jobs.lever.co/paytm/9697523a-8868-4e94-8998-5750586de0ad,GTM Push
Razorpay,Lead Software Development Engineer,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4551331005,Tech Modernization
CRED,growth specialist,Other,"Bangalore,India",Not Specified,https://careers.cred.club/openings/c85d5832-53c2-413e-b711-41b5acef6a74,GTM Push
Yellow.ai,Account Executive,Other,"Jakarta,Indonesia",Mid,https://careers.yellow.ai/jobs/Careers/157454000000948525/Account-Executive?source=CareerSite,Hiring Spree
Urban Company,Senior Category Manager,Business Development,"Bangalore,India",Senior,https://careers.urbancompany.com/jobDetail?id=c811f07e-6be8-45d7-b1ae-177f37b1812a,GTM Push
Drip Capital,Risk Analytics - Manager,Other,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0pm6n/,Regulatory Focus
Razorpay,Senior Engineering Manager,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4528024005,Tech Modernization
Paytm,Internal Audit - IT Security,Other,"Noida,India",Not Specified,https://jobs.lever.co/paytm/6b4fef3f-5c9b-42d9-bcc8-02d8460e76e1,Tech Modernization
Razorpay,Senior Engineering Manager,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4545798005,Tech Modernization
Urban Company,Category Manager,Business Development,"Mumbai,India",Senior,https://careers.urbancompany.com/jobDetail?id=f08b6876-b703-4642-b786-38511c5373ae,GTM Push
Urban Company,Category Manager - City,Business Development,"Bangalore,India",Senior,https://careers.urbancompany.com/jobDetail?id=f624506d-be46-43f9-a8d6-b8a4a9668b96,GTM Push
Drip Capital,Data Analyst,Other,"Mumbai,India",Not Specified,https://dripcapital.hire.trakstar.com/jobs/fk0pnkr/,Tech Modernization
Chargebee,Account Executive,Other,"Salt Lake City,US",Mid,https://jobs.chargebee.com/job/Salt-Lake-City-USA-Account-Executive-UT-84101/39437844/,Hiring Spree
Urban Company,Category Manager - Central,Business Development,"Bangalore,India",Senior,https://careers.urbancompany.com/jobDetail?id=c26f1c79-006f-46e8-8aa3-93fec7ce5423,GTM Push
Razorpay,Product Designer II,Other,"Bangalore,India",Not Specified,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4556019005,Design Overhaul
Yellow.ai,Account Manager,Other,"Bangalore,India",Senior,https://careers.yellow.ai/jobs/Careers/157454000000948315/Account-Manager?source=CareerSite,General Growth
Drip Capital,"Intern, Operations",Other,"Mumbai,India",Junior,https://dripcapital.hire.trakstar.com/jobs/fk0pnhi/,General Growth
Meesho,Assistant Manager - Valmo,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager---valmo?id=f04769be-9539-4ece-b186-ada0ceb59892,Hiring Spree
Razorpay,"Senior Associate, Strategy",Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4570400005,Hiring Spree
Paytm,Recruiter - Sales (Bulk Hiring),Other,"Noida,India",Not Specified,https://jobs.lever.co/paytm/b1665783-b2e1-4c5b-b004-44fb3d0b38c4,Design Overhaul
Urban Company,Senior Category Manager,Business Development,"Hyderabad,India",Senior,https://careers.urbancompany.com/jobDetail?id=59f555c8-4c26-4481-a5bf-7877a0742001,GTM Push
Razorpay,Senior Associate - Legal,Other,"Bangalore,India",Mid,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4568775005,Hiring Spree
Paytm,KAM - Team Lead - EDC,Sales,"Bangalore,India",Mid,https://jobs.lever.co/paytm/fcbf3bcc-dfab-419c-b36d-ebfbda2693e1,GTM Push
Drip Capital,"Intern, MIS & Reporting (Collections)",Other,"Mumbai,India",Junior,https://dripcapital.hire.trakstar.com/jobs/fk0pa7m/,General Growth
Urban Company,Category Manager - Central,Business Development,"Mumbai,India",Senior,https://careers.urbancompany.com/jobDetail?id=72c765af-312f-4568-bea9-e47ba428981b,GTM Push
Razorpay,Senior Product Designer,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4543721005,Design Overhaul
Urban Company,Category Manager - Central,Business Development,"Hyderabad,India",Senior,https://careers.urbancompany.com/jobDetail?id=a6105860-e5b2-4564-8048-7d714790b32d,GTM Push
Paytm,KAM - EDC -GOA,Sales,"Goa,India",Not Specified,https://jobs.lever.co/paytm/8b6f5444-482f-432b-aeb6-79d75d28c3fc,GTM Push
Razorpay,Technical Writer,Other,"Bangalore,India",Not Specified,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4568766005,General Growth
Razorpay,Director - Solutions Consulting,Other,"Bangalore,India",Executive,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4550917005,General Growth
Razorpay,Senior Engineering Manager,Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4551320005,Tech Modernization
Meesho,Assistant Manager -  Experience,Other,"Bangalore,India",Mid,https://meesho.io/jobs/assistant-manager----experience?id=586b4d19-e7e7-4ca6-84c5-bb1077786fb3,Hiring Spree
Paytm,Motion Designer - Assistant Product Designer - Central Design Team,Other,"Noida,India",Not Specified,https://jobs.lever.co/paytm/843f6fae-e120-486f-9a6a-3925d210052a,Design Overhaul
Yellow.ai,GTM recruiter,Other,"Bangalore,India",Not Specified,https://careers.yellow.ai/jobs/Careers/157454000000803145/GTM-recruiter?source=CareerSite,GTM Push
Razorpay,Junior Associate - SME Partnership,Other,"Bangalore,India",Junior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4571693005,General Growth
Drip Capital,Finance Manager (CA),Other,"Mumbai,India",Senior,https://dripcapital.hire.trakstar.com/jobs/fk0va89/,General Growth
Razorpay,"Senior Manager, Group Compliance",Other,"Bangalore,India",Senior,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4557035005,Regulatory Focus
